pKey;JobStartDate;JobEndDate;APINumber;StateNumber;CountyNumber;OperatorName;WellName;Latitude;Longitude;Projection;TVD;TotalBaseWaterVolume;TotalBaseNonWaterVolume;StateName;CountyName;FFVersion;FederalWell;IndianWell
1EC1303A-9EE3-4CCE-8000-3C9C8E0FF15C;2010-09-23 00:00:00.000;2010-10-02 00:00:00.000;42123323160000;42;123;BHP Billiton Petroleum ;Oliver B 1H;29,218917;-97,40834;NAD27;12609;5384066;0;Texas;DeWitt;2;0;0
46E735CE-0463-41E6-AD0E-C77C99B5E760;2010-09-27 00:00:00.000;2010-09-27 00:00:00.000;33053031400000;33;53;Statoil Oil & Gas LP;Abelmann 23-14 #1H;47,964629;-103,563283;NAD83;NULL;NULL;NULL;North Dakota;McKenzie;1;0;0
DCAF5235-F746-4B34-9A47-D7291B5F3E39;2010-09-28 00:00:00.000;2010-09-28 00:00:00.000;37059254980000;37;59;EQT Production;WHITE 590380 ;39,98811;-80,10967;NAD83;NULL;NULL;NULL;Pennsylvania;Greene;1;0;0
911E9FB1-904F-4167-80DF-58B7847427E1;2010-09-30 00:00:00.000;2010-09-30 00:00:00.000;42367350620000;42;367;XTO Energy/ExxonMobil;Cotton Unit 1H;32,845417;-97,598367;NAD27;NULL;NULL;NULL;Texas;Parker;1;0;0
F31AEC70-17DD-41AC-AFDD-842833D40964;2010-10-01 00:00:00.000;2010-10-01 00:00:00.000;5045190840000;5;45;Encana Oil & Gas (USA) Inc.;Story Gulch Unit 8505B-25 F25 496;39,674188;-108,119892;NAD83;NULL;NULL;NULL;Colorado;Garfield;1;0;0
34ED107C-97E2-41C2-9D57-BA72CF864471;2010-10-02 14:00:43.000;2011-10-16 14:01:23.000;33061012740000;33;61;Hess Corporation; EN-Will Trust A-157-94-2734H 3;48,14001;-102,812162;NAD27;9920;1032036;0;North Dakota;Mountrail;2;0;0
B3BF2C36-6AF7-48D0-A0D5-79DB967A78D8;2010-10-07 00:00:00.000;2010-10-07 00:00:00.000;42439347510000;42;439;XTO Energy/ExxonMobil;Amon G Carter 1H;32,875328;-97,424142;NAD27;NULL;NULL;NULL;Texas;Tarrant;1;0;0
AC50EF73-F363-4A81-99BF-47B014D9444B;2010-10-11 00:00:00.000;2010-10-11 00:00:00.000;37105216520000;37;105;Pennsylvania General Energy;Pine Hill #2414;41,614739;-77,876457;NAD83;6200;5911646;NULL;Pennsylvania;Potter;1;0;0
19F9F8D5-1DDB-4316-A872-CD9753A2CF50;2010-10-13 00:00:00.000;2010-10-13 00:00:00.000;42121338520000;42;121;WPX Energy;Rice Ranch A4H;33,0649189;-97,1437208;NAD27;NULL;NULL;NULL;Texas;Denton;1;0;0
2780214E-7A91-4C2D-A174-4F0B1C590CB5;2010-10-14 00:00:00.000;2010-10-20 00:00:00.000;42123323090000;42;123;BHP Billiton Petroleum ;Muir A 1H;29,241935;-97,358332;NAD27;13043;4491238;0;Texas;DeWitt;2;0;0
